ID Cliente,Producto_recomendado,Cantidad_recomendada,probabilidad_recompra
3030,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2083,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3034,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4218,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5280,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4211,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5580,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2810,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2225,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6194,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1395,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4987,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3779,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4109,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3184,Coca-Cola E 3 Lts NR 6B,1,0.97464
3185,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7449,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5354,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6295,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3531,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4276,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3331,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5585,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5716,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3120,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5068,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7635,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7608,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5713,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1181,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2553,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6175,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6668,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5317,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5980,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6773,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2527,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3912,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5586,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2926,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2097,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3424,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5298,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4869,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
145,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7501,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7182,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5207,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3414,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3935,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4345,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2649,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
23,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4797,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3417,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2644,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
7493,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5475,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1918,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3915,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6161,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5666,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4341,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
194,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1907,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4458,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5143,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1570,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
1974,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4914,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4447,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
6971,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
2737,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
3308,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4551,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4903,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
4364,Coca-Cola E 3 Lts NR 6B,1,0.9651450216450215
5522,Coca-Cola E 3 Lts NR 6B,1,0.9613888888888888
4339,Coca-Cola E 3 Lts NR 6B,1,0.9613888888888888
4802,Coca-Cola E 3 Lts NR 6B,1,0.9613888888888888
3176,Coca-Cola E 3 Lts NR 6B,1,0.9613888888888888
7152,Coca-Cola E 3 Lts NR 6B,1,0.9613888888888888
970,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
6155,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
2098,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
2454,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
3677,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
3391,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
715,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
7480,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
1333,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4996,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4942,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4968,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4508,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
3209,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4805,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
1880,Coca-Cola E 3 Lts NR 6B,1,0.9564307359307358
4193,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2733,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6866,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
1662,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
880,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4450,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4887,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5811,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
911,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
1875,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5685,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
1749,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
910,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6850,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4363,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2530,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5859,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4198,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5733,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5956,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
1253,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3833,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2069,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6112,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2006,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2004,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4720,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4285,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3728,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6103,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5112,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6797,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6494,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6341,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2630,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3115,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4578,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3518,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5499,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5502,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5387,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5947,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5509,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
4586,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
97,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3541,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6282,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5289,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6423,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6186,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5957,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
7607,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3126,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5294,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3360,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2469,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3507,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5595,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
206,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
6199,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3907,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5559,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5876,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
19,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2126,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3088,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
5652,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2260,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
2262,Coca-Cola E 3 Lts NR 6B,1,0.9495238095238094
3415,Coca-Cola E 3 Lts NR 6B,1,0.9259722222222223
3361,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
5709,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
2266,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
516,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
10,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
373,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
5059,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
1619,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
1085,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
3665,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
5368,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
1959,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
3092,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
3007,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
2996,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
5872,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
5327,Coca-Cola E 3 Lts NR 6B,1,0.9223333333333333
4922,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
1390,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3774,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6829,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3440,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5887,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5739,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3968,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4971,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2693,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2558,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4888,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
821,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6027,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6135,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3284,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5188,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6572,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6703,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4174,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5450,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5240,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4667,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
676,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3287,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2501,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3551,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
7175,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6550,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5417,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
1093,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5867,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
7627,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2309,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2311,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5886,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4883,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4343,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5101,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
4967,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
2908,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
5598,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
3487,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
7010,Coca-Cola E 3 Lts NR 6B,1,0.9166023421023418
6166,Coca-Cola E 3 Lts NR 6B,1,0.9086302308802306
7248,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
4535,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
5763,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
1547,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
2790,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
1760,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3243,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3410,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
2818,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3808,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
7556,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
6892,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
4408,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
2546,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
6114,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
6503,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
1053,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
7644,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
2171,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3157,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
5003,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
1342,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
5134,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3177,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
7312,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
1391,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
528,Coca-Cola E 3 Lts NR 6B,1,0.9030948773448771
3234,Coca-Cola E 3 Lts NR 6B,1,0.896123987123987
2173,Coca-Cola E 3 Lts NR 6B,1,0.896123987123987
3607,Coca-Cola E 3 Lts NR 6B,1,0.8543055555555551
6129,Coca-Cola E 3 Lts NR 6B,1,0.8543055555555551
6298,Coca-Cola E 3 Lts NR 6B,1,0.8543055555555551
4999,Coca-Cola E 3 Lts NR 6B,1,0.8386682470466796
844,Coca-Cola E 3 Lts NR 6B,1,0.8386682470466796
5581,Coca-Cola E 3 Lts NR 6B,1,0.8386682470466796
4416,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6955,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2477,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2476,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2356,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2512,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4362,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2468,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6018,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6908,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4460,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6949,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6021,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
5972,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6549,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2367,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2572,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2576,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4523,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2388,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4507,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6035,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
5964,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3337,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6033,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2582,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4496,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4389,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4370,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6861,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6052,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6053,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6857,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6879,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
2529,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6030,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
5880,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6854,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6684,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3151,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3911,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6673,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3123,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3119,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3118,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6675,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
3110,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4107,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6173,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6172,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6645,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6167,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6578,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
4138,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
6158,Coca-Cola E 3 Lts NR 6B,1,0.8318822924880124
